question,intent, intent
តើ ប្រទេស បែលហ្ស៊ិក/B-GPE មាន ទំហំ ដី ប៉ុន្មាន ?,AskAboutCountries,
តើ រ៉ូបូត ឯង បង្កើត ដោយ បង លី ហៀក មែន ឬ អត់ ? , Ask About Creator,
តើ ពិត ជា មាន ប្រទេស ស្លូវ៉ាគី/B-GPE មែន ឬ អត់ ?,IsCountryExist,
Robot ខ្ញុំ សូម សួរ ថា នៅ បន្ទប់/B-ROOM ៣០១/I-ROOM សាស្រ្តាចារ្យ កំពុង បង្រៀន អ្វី ដែរ ?,FindStudyRoomCurrentSubject,
តើ លេខ ទូរសព្ទ របស់ បង ផានិត/B-PER លេខ ប៉ុន្មាន ខ្លះ ?,AskAboutStaffPhoneNumber,
តើ យើង អាច រក បន្ទប់/B-ROOM ៣០៤/I-ROOM តាម របៀប ណា បាន ?,FindRoom,
តើ លោក គ្រូសុភាព/B-PER ធ្វើ ការ នៅ អាគារ មួយ ណា ?,AskAboutStaffRoom,
តើ មាន ប្រទេស អង់ហ្គោឡា/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
ក្នុង នេះ មាន Research អ្វី ខ្លះ ? ,AskAboutResearch,
តើ អាច មាន ប្រទេស ម៉ាកាវ/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
តើ ពិត ជា មាន ប្រទេស ម៉ាដាហ្គាស្ការ/B-GPE ឬ អត់ ?,IsCountryExist,
តើ មាន ប្រទេស រវ៉ាន់ដា/B-GPE មែន ឬ ទេ ?,IsCountryExist,
រ៉ូបូត លោក/B-PER គ្រូ/I-PER បញ្ញា/I-PER បន្ទប់ របស់ គាត់ នៅ កន្លែង ណា ?,FindEmployeeRoom,
តើ មាន រឿង ថ្មី ៗ អ្វី ខ្លះ កន្លែង នឹង ?,AskAboutTrendingNews,
តើ អាច មាន ប្រទេស អាហ្សង់ទីន/B-GPE មែន ឬ អត់ ?,IsCountryExist,
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG សេដ្ឋ/I-ORG កិច្ច/I-ORG និង/I-ORG ហិរញ្ញ/I-ORG វត្ថុ/I-ORG មាន ជំនាញ ណា ខ្លះ ? , Ask About Major,
តើ បន្ទប់/B-ROOM ២០៣/I-ROOM នៅ ទី កន្លែង ណា ?,FindRoom,
តើ អាច មាន ប្រទេស ម៉ុងហ្គោលី មែន ឬ ទេ ?,IsCountryExist,
តើ ពិត ជា មាន ប្រទេស ហ្វាំងឡង់/B-GPE ឬ ទេ ?,IsCountryExist,
តើ លេខ ទូរសព្ទ របស់ លោក នាយក លេខ អ្វី ខ្លះ ?,AskAboutStaffPhoneNumber,
តើ Robot ឯង បង្កើត ដោយ បង គីម/B-PER ហុង/I-PER មែន ទេ ? , Ask About Creator,
នៅ ជាន់/B-FLOOR ផ្ទាល់/I-FLOOR ដី/I-FLOOR កន្លែង ដោះ ទុក សត្វ នៅ ឯ ណា ?,FindToilet,
តើ មាន កម្ម វិធី សិក្សា អ្វី ខ្លះ ខាង Information/B-MAJOR Technology/I-MAJOR ?,CuriculumInEachMajor,
តើ មាន ក្រុម ហ៊ុន អី ខ្លះ ក្នុង ទី នេះ ?,, Ask For Company In The Innovation Center
សុំ សួរ មួយ Robotតើ នៅ នឹង មាន បង្គន់ នោម អត់ ?,DoesToiletExist,
នៅ ជាន់/B-FLOOR ទី/I-FLOOR ២/I-FLOOR កន្លែង ជុះ នោម នៅ ទី ណា ?,FindToilet,
តើ អាច មាន ប្រទេស លីចតេនស្ទីន/B-GPE មែន ឬ អត់ ?,IsCountryExist,
មេត្តា ប្រាប់ ខ្ញុំ ទី តាំង បន្ទប់ របស់ លោក/B-PER គ្រូ/I-PER បញ្ញា/I-PER បន្ទិច មក,FindEmployeeRoom,
អ្នក រ៉ាប់ រង ក្នុង Networkនរណា ជា ?,AskAboutTopManagementPersonal,
អគារ នៅ ឯ សុីអេ/B-ORG ដីធី/I-ORG មាន ម៉ាន ?,AskBuildingInformationInCADT,
តើ មាន ប្រទេស សិង្ហបុរី/B-GPE ដែល ឬ អត់ ?,IsCountryExist,
តើ ខ្ញុំ អាច សុំ លេខ ទំនាក់ទំនង របស់ លោក គ្រូផានិត/B-PER បាន ទេ ?,AskAboutStaffPhoneNumber,
តើ លោក គ្រូសិរី/B-PER ធ្វើ ការ នៅ បន្ទប់ មួយ ណា ដែល ?,AskAboutStaffRoom,
តើ ធ្វើ ដូច ម្តេច ទើប បាន working - space ?,, Ask About ToGet The Working Space Ask About ToGet The Working Space
តើ មាន ប្រទេស ទឹក/B-GPE កក/I-GPE ដី/I-GPE ដែល ឬ អត់ ?,IsCountryExist,
តើ មាន ព័ត៌មាន សម្រាប់ អ្នក ទស្សនៈ កិច្ច អ្វី នៅ ណិពទិច/B-ORG ?,AskAboutTrendingNews,
តើ មាន ព័ត៌មាន ថ្មី អ្វី ខ្លះ បណ្ឌិត្យ/B-ORG សភា/I-ORG បច្ចេកវិទ្យា/I-ORG ឌីជីថល/I-ORG កម្ពុជា/I-ORG ?,AskAboutTrendingNews,
តើ ពិត ជា មាន ប្រទេស ម៉ាសេដូនី/B-GPE មែន ឬ អត់ ?,IsCountryExist,
ចូល ប្រាប់ នៅ ឯ NIPTICT/B-ORG ស្រាវជ្រាវ លើ សម្រាប់ សិស្ស ? ,AskAboutResearch,
មាន បង្គន់ បត់ ជើង ឬ អត់ នៅ ជាន់ នេះ ?,DoesToiletExist,
នៅ ជាន់/B-FLOOR ផ្ទាល់/I-FLOOR ដី/I-FLOOR បង្គន់ នោម នៅ ឯ ណា ?,FindToilet,
តើ ពិត ជា មាន ប្រទេស កាហ្សាក់ស្ថាន/B-GPE ឬ ទេ ?,IsCountryExist,
រ៉ូបូត តើ នៅ អគារ/B-BUILD នេះ/I-BUILD បន្ទប់ ទឹក នៅ កន្លែង ណា ?,FindToilet,
Robotតើ នៅ អគារ/B-BUILD នេះ/I-BUILD កន្លែង ដោះ ទុក សត្វ នៅ ឯ ណា ?,FindToilet,
មនុស្ស យន្ត តើ នៅ អគារ/B-BUILD IDT/I-BUILD បង្គន់ នោម នៅ ឯ ណា ?,FindToilet,
តើ ទី តាំង ធ្វើ ការ របស់ បង សិរី/B-PER នៅ អាគារ មួយ ណា ដែល ?,AskAboutStaffRoom,
តើ លេខ ទូរសព្ទ របស់ បុគ្គលិក ផ្នែក ធនធាន មនុស្ស លេខ ប៉ុន្មាន ខ្លះ ?,AskAboutStaffPhoneNumber,
តើ មាន ស្ថាប័ន/B-ORG Book/I-ORG MeBus/I-ORG នៅ ក្នុង កន្លែង នេះ ដែរ ទេ ?,, Is Company Exist
តើ មាន រឿង សម្រាប់ សិស្ស អត់ កន្លែង នឹង ?,AskAboutTrendingNews,
តើ ខ្ញុំ អាច សុំ លេខ ទំនាក់ទំនង របស់ បង ផានិត/B-PER បន្តិច បាន ដែល ទេ ?,AskAboutStaffPhoneNumber,
តើ IT/B-MAJOR មាន រៀន ម៉េច ខ្លះ ?,CuriculumInEachMajor,
នៅ ឯ នេះ មាន ស្រាវជ្រាវ អ្វី ខ្លះ សម្រាប់ សិស្ស ថ្មី ? ,AskAboutResearch,
តើ អុីហ្វមេសុិនតិចណូឡូជី/B-MAJOR មាន រៀន អ្វី ខ្លះ ?,CuriculumInEachMajor,
តើ អាច មាន ប្រទេស ហ្គ្រេណាដា/B-GPE ដែល ឬ អត់ ?,IsCountryExist,
តើ អាច ជួយ ប្រាប់ ខ្ញុំ បន្តិច បាន ទេ ថា នៅ ក្រសួង/B-ORG ការពារ/I-ORG ជាតិ/I-ORG មាន កន្លែង ចាក់ ទឹក ទេ ?,AskAboutWaterRefill,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី បន្ទប់/B-ROOM ២០៤/I-ROOM នៅ កន្លែង ណា បាន ទេ ?,FindRoom,
ទីណា បន្ទប់ ប្រជុំ ការណ៍ ជាមួយ ធនាគារ/B-ORG អេសុីលីដា/I-ORG ?,FindMeetingRoom,
តើ មាន ប្រទេស ស្រីលង្កា/B-GPE ឬ ទេ ?,IsCountryExist,
អ្នក មើល ការ ខុស ត្រូវ ខាង កុំព្យូទ័រ សាយអេននរណា ជា ?,AskAboutTopManagementPersonal,
សុំ សួរ មួយ Robotតើ នៅ ជាន់/B-FLOOR ក្រោម/I-FLOOR មាន កន្លែង ជុះ អត់ ?,DoesToiletExist,
សុំ សួរ មួយ រ៉ូបូត តើ នៅ ជាន់/B-FLOOR ផ្ទាល់/I-FLOOR ដី/I-FLOOR មាន កន្លែង បត់ ជើង អត់ ?,DoesToiletExist,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ អាគារ នេះ មាន កន្លែង ជុះ អត់ ?,DoesToiletExist,
តើ IT/B-MAJOR មាន កម្ម វិធី សិក្សា អ្វី ខ្លះ ?,CuriculumInEachMajor,
តើ ពិត ជា មាន ប្រទេស កោះ/B-GPE ហ្វកលែន/I-GPE មែន ឬ អត់ ?,IsCountryExist,
តើ អាច មាន ប្រទេស បាហាម៉ា/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
តើ មាន កម្ម វិធី រៀន ដូច មេ្តច ខ្លះ នៅ ក្នុង ជំនាញ/B-MAJOR Telecoms/I-MAJOR ?,CuriculumInEachMajor,
មាន កន្លែង បត់ ជើង ឬ ទេ នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR បង្អស់/I-FLOOR ?,DoesToiletExist,
រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ ក្រុម យ៉ា/B-PER មែន ឫ ទេ ? , Ask About Creator,
តើ ពិត ជា មាន ប្រទេស អ៊ុយក្រែន/B-GPE ឬ ទេ ?,IsCountryExist,
តើ មាន ក្រុម ហ៊ុន ណា ខ្លះ នៅ នឹង អគារ នេះ ?,, Ask For Company In The Innovation Center
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ អាគារ នេះ មាន កន្លែង បត់ ជើង អត់ ?,DoesToiletExist,
មនុស្ស យន្ត តើ នៅ អគារ/B-BUILD នេះ/I-BUILD កន្លែង បត់ ជើង នៅ ឯ ណា?,FindToilet,
មនុស្ស យន្ត តើ នៅ អគារ/B-BUILD IDT/I-BUILD កន្លែង ជុះ នោម នៅ ណា ?,FindToilet,
កន្លែង ណា បន្ទប់ ប្រជុំ ការណ៍ ជាមួយ ក្រសួង/B-ORG សាធារណការ/I-ORG និង/I-ORG ដឹក/I-ORG ជញ្ជូន/I-ORG ?,FindMeetingRoom,
នៅ ជាន់/B-FLOOR ទី/I-FLOOR ១/I-FLOOR បង្គន់ អណាម័យ នៅ ណា ?,FindToilet,
តើ មាន ហេតុ ការណ៍ សម្រាប់ សិស្ស ថ្មី អត់ នេះ ?,AskAboutTrendingNews,
តើ មាន ព័ត៌មាន សម្រាប់ សិស្ស ថ្មី អ្វី នៅ សុីអេ/B-ORG ដីធី/I-ORG ?,AskAboutTrendingNews,
តើ អ្នក អាច ប្រាប់ ទី តាំង បន្ទប់ របស់ លោក គ្រូ នាយក សុខា/B-PER នៅ ទី កន្លែង ណា បាន ទេ ?,FindRoom,
តើ ទី តាំង បន្ទប់ របស់ ផ្នែក ធនធាន មនុស្ស នៅ ទី ណា ដែល ?,AskAboutStaffRoom,
តើ មាន ព័ត៌មាន សម្រាប់ សិស្ស ថ្មី អត់ នៅ CADT/B-ORG ?,AskAboutTrendingNews,
តើ ខ្ញុំ អាច រក បន្ទប់ របស់ លោក គ្រូសិរី/B-PER ដោយ វីធីណា ?,FindRoom,
តើ អ្នក ដឹក ទេ ថា នៅ អាយឌីជី/B-ORG មាន ឱកាស ការងារ ទេ ?,AskAboutJobOpportunities,
តើ លេខ ទំនាក់ទំនង របស់ បុគ្គលិក ផ្នែក សម្រប សម្រួល កម្ម វិធី លេខ ប៉ុន្មាន ខ្លះ ?,AskAboutStaffPhoneNumber,
តើ មាន កម្ម វិធី រៀន ម៉េច ខ្លះ នៅ ក្នុង ជំនាញ e - commerce ពាណិជ្ជ កម្ម អេឡិចត្រូនិច ?,CuriculumInEachMajor,
តើ អ្នក ត្រូវ បាន បង្កើត ដោយ បង ផានន្ទ/B-PER ពិត ប្រាកដ ឬ ទេ ? , Ask About Creator,
តើ បន្ទប់ របស់ បង សិរី/B-PER នៅ អាគារ ណា ដែល ?,AskAboutStaffRoom,
តើ អាច មាន ប្រទេស អេស្តូនី/B-GPE ឬ អត់ ?,IsCountryExist,
តើ ប្រទេស អាល់បានី/B-GPE មាន ទំហំ ដី ប៉ុន្មាន ?,AskAboutCountries,
តើ មាន រឿង ថ្មី អ្វី ខ្លះ ក្នុង នេះ ?,AskAboutTrendingNews,
នៅ ឯ សុី អេ ដីធី មាន ស្រាវជ្រាវ អ្វី សម្រាប់ បុគ្គលិក ? ,AskAboutResearch,
តើ មាន ប្រទេស ម៉ាកាវ/B-GPE មែន ឬ ទេ ?,IsCountryExist,
តើ នៅ វិទ្យា ស្ថាន ស្រាវជ្រាវ/B-ORG អភិវឌ្ឍន៍/I-ORG កម្ពុជា/I-ORG មាន ឱកាស ការងារ ទេ ?,AskAboutJobOpportunities,
ប្រាប់ នៅ ឯ NIPTICT/B-ORG ស្រាវជ្រាវ លើ សម្រាប់ សិស្ស ? ,AskAboutResearch,
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG ស្រាវជ្រាវ/I-ORG និងនវានុវត្តន៍/I-ORG ឌីជីថល/I-ORG ជា ស្ថាប័ន អ្វី ? , Ask About Institution,
រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ សុកហេង/B-PER ពិត ទេ ? , Ask About Creator,
តើ អ្នក អាច ប្រាប់ ទី តាំង បន្ទប់/B-ROOM គាំទ្រ/I-ROOM ការ/I-ROOM បង្រៀន/I-ROOM នៅ កន្លែង ណា ?,FindRoom,
តើ យើង អាច រក បន្ទប់ របស់ លោក គ្រូសិទ្ធ/B-PER ដោយ របៀប ណា ?,FindRoom,
តើ ពិត ជា មាន ប្រទេស អារូបា/B-GPE ឬ ទេ ?,IsCountryExist,
តើ ប្រទេស លីប៊ី/B-GPE មាន ទំហំ ដី ប៉ុន្មាន ?,AskAboutCountries,
តើ មាន ប្រទេស ហ្ស៊ីមបាវ៉េ/B-GPE ឬ អត់ ?,IsCountryExist,
ចូល ប្រាប់ នៅ ណិពទិច Research លើ សម្រាប់ បុគ្គលិក ថ្មី ? ,AskAboutResearch,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី ទី តាំង បន្ទប់ របស់ លោនាយក សុខា/B-PER នៅ ទីណា ?,FindRoom,
តើ អាច មាន ប្រទេស សាធារណរដ្ឋ/B-GPE ឆេក/I-GPE ឬ អត់ ?,IsCountryExist,
មាន កន្លែង ជុះ ឬ អត់ នៅ ជាន់/B-FLOOR ផ្ទាល់/I-FLOOR ដី/I-FLOOR ?,DoesToiletExist,
តើ មាន ប្រទេស ហ្គាតេម៉ាឡា/B-GPE ឬ ទេ ?,IsCountryExist,
អ្នក មើល ការ ខុស ត្រូវ នៅ តេឡេខម អ្នក ណា ជា ?,AskAboutTopManagementPersonal,
តើ យើង អាច រក បន្ទប់/B-ROOM ២០៦/I-ROOM ដោយ វីធីណា ?,FindRoom,
ប្រាប់ នៅ ឯ នេះ ស្រាវជ្រាវ លើ សម្រាប់ អ្នក មក មើល ? ,AskAboutResearch,
តើ ប្រទេស អេស្តូនី/B-GPE មាន ឬ ទេ ?,IsCountryExist,
នេះ មាន ស្រាវជ្រាវ អ្វី សម្រាប់ សិស្ស ថ្មី ? ,AskAboutResearch,
តើ មាន ហេតុ ការណ៍ សម្រាប់ សិស្ស ថ្មី អត់ បណ្ឌិត្យ/B-ORG សភា/I-ORG បច្ចេកវិទ្យា/I-ORG ឌីជីថល/I-ORG កម្ពុជា/I-ORG ?,AskAboutTrendingNews,
តើ ពិត ជា មាន ប្រទេស សាម័រ/B-GPE ឬ ទេ ?,IsCountryExist,
តើ មាន រឿង ថ្មី ៗ អ្វី នៅ ឯ នេះ ?,AskAboutTrendingNews,
តើ អ្នក ត្រូវ បាន ចូល រួម បង្កើត ដោយ បង ណារី/B-PER ពិត ប្រាកដ ទេ ? , Ask About Creator,
តើ តេឡេខម មាន រៀន ម៉េច ខ្លះ ?,CuriculumInEachMajor,
តើ អ្នក ត្រូវ បាន ចូល រួម បង្កើត ដោយ ផានន្ទ/B-PER ពិត ឬ ទេ ? , Ask About Creator,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR មាន បង្គន់ អណាម័យ ឬ ទេ ?,DoesToiletExist,
តើ Telecoms មាន កម្ម វិធី សិក្សា ម៉េច ខ្លះ ?,CuriculumInEachMajor,
បង្ហាញ ខ្ញុំ នៅ ឯ នេះ Research លើ សម្រាប់ សិស្ស ថ្មី ? ,AskAboutResearch,
តើ Robot ឯង បង្កើត ដោយ បង គីម/B-PER ហុង/I-PER ពិត ប្រាកដ ឬ អត់ ? , Ask About Creator,
តើ មាន ហេតុ ការណ៍ ថ្មី អត់ នេះ ?,AskAboutTrendingNews,
តើ ពិត ជា មាន ប្រទេស អ៊ីរ៉ាក់/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
តើ អ្នក ត្រូវ បាន បង្កើត ដោយ បង ណារី/B-PER ពិត ឬ អត់ ? , Ask About Creator,
តើ មាន វីធីណា ដែល អាច នាំ ខ្ញុំ ទៅ រក បន្ទប់ របស់ លោក គ្រូសិរី/B-PER បាន ដែល ឬ ទេ ?,FindRoom,
តើ ប្រទេស ស្លូវេនី/B-GPE មាន ប្រវែង ប៉ុន្មាន ?,AskAboutCountries,
តើ មាន កម្ម វិធី សិក្សា ដូច មេ្តច ខ្លះ នៅ ខាង ជំនាញ/B-MAJOR វិទ្យា/I-MAJOR សាស្រ្ត/I-MAJOR កុំព្យូទ័រ/I-MAJOR ?,CuriculumInEachMajor,
តើ អាច មាន ប្រទេស លីបេរីយ៉ា/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
តើ មាន ព័ត៌មាន សម្រាប់ អ្នក ទស្សនៈ កិច្ច អ្វី កន្លែង នឹង ?,AskAboutTrendingNews,
តើ បន្ទប់/B-ROOM ១០១/I-ROOM នៅ ទី ណា បាន ទេ ?,FindRoom,
តើ យើង អាច រក បន្ទប់/B-ROOM ៣០៥/I-ROOM ដោយ របៀប ណា ?,FindRoom,
តើ ប្រទេស ប៉ាគីស្ថាន/B-GPE មាន ទំហំ ដី ប៉ុន្មាន ?,AskAboutCountries,
តើ មាន រៀន ស្អី ខ្លះ ហា នៅ ក្នុង ជំនាញ/B-MAJOR អុីខមមើស/I-MAJOR ?,CuriculumInEachMajor,
តើ ពិត ជា មាន ប្រទេស សាន់ ម៉ារីណូ មែន ឬ អត់ ?,IsCountryExist,
តើ នៅ ក្រសួង/B-ORG សុខា/I-ORG ភិបាល/I-ORG មាន កន្លែង refill ទឹក ទេ ?,AskAboutWaterRefill,
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG ស៊ីតិក/I-ORG មាន ផ្នែក អ្វី ខ្លះ ដែល មាន សារៈ សំខាន់ ? , Ask About Institution,
តើ ពិត ជា មាន ប្រទេស ម៉ាដាហ្គាស្ការ/B-GPE ដែល ឬ អត់ ?,IsCountryExist,
ប្រាប់ ខ្ញុំ នៅ ទី នេះ ស្រាវជ្រាវ លើ សម្រាប់ អ្នក ទស្សនៈ កិច្ច ? ,AskAboutResearch,
តើ ទី តាំង ធ្វើ ការ របស់ ផ្នែក ទី ផ្សារ នៅ ជាន់ ណា ?,AskAboutStaffRoom,
តើ ពិត ជា មាន ប្រទេស ការ/B-GPE រួប/I-GPE រួម/I-GPE ដែល ឬ អត់ ?,IsCountryExist,
ប្រាប់ ខ្ញុំ បន្ទិច មក នៅ បន្ទប់/B-ROOM ៣០១/I-ROOM គេ កំពុង រៀន អ្វី ?,FindStudyRoomCurrentSubject,
សុំ សួរ មួយ រ៉ូបូត តើ នៅ ជាន់/B-FLOOR ក្រោម/I-FLOOR មាន កន្លែង បត់ ជើង ទេ ?,DoesToiletExist,
ប្រាប់ នៅ សុីអេ ដីធី ស្រាវជ្រាវ លើ សម្រាប់ ពួក យើង ? ,AskAboutResearch,
តើ នៅ អាយឌីជី/B-ORG មាន កន្លែង ណា លេង ទេ ? , Ask About Playground,
រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ ក្រុម បង ម៉ានុត/B-PER មែន ឫ ទេ ? , Ask About Creator,
តើ លេខ ទំនាក់ទំនង របស់ បុគ្គលិក ផ្នែក សម្រប សម្រួល កម្ម វិធី លេខ អ្វី ខ្លះ ?,AskAboutStaffPhoneNumber,
លា ហើយ,SayGoodbye,
មាន បង្គន់ អណាម័យ អត់ នៅ សាលា នឹង ?,DoesToiletExist,
តើ នៅ វិទ្យា/B-ORG ស្ថាន/I-ORG បច្ចេកវិទ្យា/I-ORG កម្ពុជា មាន កន្លែង អាហារ ទេ ? , Ask About Canteen,
រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ ម៉ានុត/B-PER មែន ទេ ? , Ask About Creator,
តើ អុីហ្វមេសុិនតិចណូឡូជី/B-MAJOR មាន កម្ម វិធី សិក្សា ដូច មេ្តច ខ្លះ ?,CuriculumInEachMajor,
តើ អាច មាន ប្រទេស ប៊ូរុនឌី/B-GPE ដែល ឬ អត់ ?,IsCountryExist,
តើ ខ្ញុំ អាច រក បន្ទប់/B-ROOM ២០៤/I-ROOM តាម វីធីណា បាន ?,FindRoom,
តើ មាន ប្រទេស កេនយ៉ា/B-GPE មែន ឬ អត់ ?,IsCountryExist,
តើ មាន កម្ម វិធី សិក្សា ស្អី ខ្លះ នៅ ខាង Telecoms ?,CuriculumInEachMajor,
តើ មាន ស្ថាប័ន/B-ORG Book/I-ORG MeBus/I-ORG នៅ ក្នុង អាគារនវានុវត្តន៍ ឬ ទេ ?,, Is Company Exist
តើ ពិត ជា មាន ប្រទេស លីទុយអានីលុច/B-GPE សំបួរ/I-GPE មែន ឬ អត់ ?,IsCountryExist,
តើ ប្រទេស ទួរគី/B-GPE មាន ទំហំ ដី ប៉ុន្មាន ?,AskAboutCountries,
តើ មាន ប្រទេស ទុយនីស៊ី/B-GPE ឬ អត់ ?,IsCountryExist,
កន្លែង ប្រជុំ ម៉ោង/B-TIME ១០/I-TIME នៅ ណា ?,FindMeetingRoom,
តើ នៅ ជាន់ ទី ២ មាន ប៉ុន្មាន ជំនាញ ? , Ask About Major,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ ជាន់ នេះ មាន កន្លែង នោម ឬ ទេ ?,DoesToiletExist,
តើ មាន កម្ម វិធី រៀន ស្អី គេ ខ្លះ នៅ ខាង Telecoms ?,CuriculumInEachMajor,
តើ មាន ធុរ កិច្ច Cam/B-ORG Mob/I-ORG នៅ នឹង កន្លែង នេះ ឬ ទេ ?,, IsStart Up Exist
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG បច្ចេកវិទ្យា/I-ORG កម្ពុជា មាន ផ្នែក អ្វី ខ្លះ ដែល មាន សារៈ សំខាន់ ? , Ask About Institution,
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG ជាតិ/I-ORG ពហុ/I-ORG បច្ចេកទេស/I-ORG កម្ពុជា/I-ORG ជា ស្ថាប័ន ជាតិ មែន ទេ ? , Ask About Institution,
ចូល ប្រាប់ កន្លែង នេះ Research លើ សម្រាប់ បុគ្គលិក ថ្មី ? ,AskAboutResearch,
តើ ប្រទេស ប៉េរូ/B-GPE ហ្វីលីពីន/I-GPE មាន មែន ឬ ទេ ?,IsCountryExist,
មាន កន្លែង ដោះ ទុក សត្វ ឬ អត់ នៅ ជាន់/B-FLOOR ផ្ទាល់/I-FLOOR ដី/I-FLOOR ?,DoesToiletExist,
តើ មាន ព័ត៌មាន សម្រាប់ អ្នក ទស្សនៈ កិច្ច អត់ កន្លែង នេះ ?,AskAboutTrendingNews,
សុំ សួរ មួយ Robotតើ នៅ ជាន់ នេះ មាន កន្លែង បត់ ជើង ឬ អត់ ?,DoesToiletExist,
តើ អ្នក អាច ប្រាប់ ទី តាំង បន្ទប់ របស់ លោក គ្រូលីហៀក/B-PER នៅ ទី ណា ?,FindRoom,
តើ អ្នក អាច ប្រាប់ ពី ទី តាំង របស់ បន្ទប់/B-ROOM ៣០១/I-ROOM នៅ ទី ណា ?,FindRoom,
សុំ សួរ មួយ រ៉ូបូត តើ នៅ ជាន់/B-FLOOR ក្រោម/I-FLOOR មាន កន្លែង បន្ទោរ បង់ ឬ អត់ ?,DoesToiletExist,
តើ នៅ IDT/B-ORG មាន ជំនាញ អ្វី ខ្លះ ? , Ask About Major,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី បន្ទប់/B-ROOM ៣០៣/I-ROOM នៅ កន្លែង ណា ?,FindRoom,
សុំ សួរ មួយ រ៉ូបូត តើ នៅ សាលា នឹង មាន កន្លែង ជុះ នោម ទេ ?,DoesToiletExist,
រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ បង លីហៀក/B-PER ពិត ឬ ទេ ? , Ask About Creator,
មាន កន្លែង ជុះ នោម អត់ នៅ សាលា នឹង ?,DoesToiletExist,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ ជាន់/B-FLOOR ទី/I-FLOOR ២/I-FLOOR មាន បង្គន់ បត់ ជើង អត់ ?,DoesToiletExist,
តើ នៅ វិទ្យា/B-ORG ស្ថាន/I-ORG សេដ្ឋ/I-ORG កិច្ច/I-ORG និង/I-ORG ហិរញ្ញ/I-ORG វត្ថុ/I-ORG មាន បង្រៀន ជំនាញ អ្វី ខ្លះ ? , Ask About Major,
តើ ប្រទេស បូត ស្វាណា មាន ឬ អត់ ?,IsCountryExist,
តើ នៅ អាយឌីជី/B-ORG មាន កន្លែង ណា សំរាប់ លេង ទេ ? , Ask About Playground,
តើ មាន កម្ម វិធី សិក្សា ដូច មេ្តច ខ្លះ នៅ ខាង ជំនាញ/B-MAJOR ទូរគមនាគមន៍/I-MAJOR និង/I-MAJOR បណ្តាញ/I-MAJOR ?,CuriculumInEachMajor,
តើ ចត នៅ ណា ?,, Ask About Where IsParking Space
តើ អ្នក ត្រូវ បាន បង្កើត ដោយ លោក គ្រូលីហៀក/B-PER ពិត ប្រាកដ ឬ ទេ ? , Ask About Creator,
អ្នក មើល ការ ខុស ត្រូវ ក្នុង ទូរគមនាគមន៍ នរណា ជា ?,AskAboutTopManagementPersonal,
វិធី ក្នុង ការ ទទួល បាន បន្ទប់ ធ្វើ ការ,, Ask About To Get The Working Space
តើ អាច មាន ប្រទេស ប៊ូរុនឌី/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
តើ ប្រទេស រវ៉ាន់ដា/B-GPE មាន ឬ ទេ ?,IsCountryExist,
តើ នៅ ក្រសួង/B-ORG អប់រំ/I-ORG យុវជន/I-ORG និង/I-ORG កីឡា/I-ORG មាន ធុង ទឹក ទេ ?,AskAboutWaterRefill,
តើ នៅ វិទ្យា/B-ORG ស្ថាន/I-ORG សេដ្ឋ/I-ORG កិច្ច/I-ORG និង/I-ORG ហិរញ្ញ/I-ORG វត្ថុ/I-ORG មាន កន្លែង ណា សំរាប់ លេង ទេ ? , Ask About Playground,
តើ ធ្វើ មិច បាន បន្ទប់ ធ្វើ ការ ?,, Ask About To Get The Working Space Ask About ToGet The Working Space
តើ ប្រទេស ប៉ាណាម៉ា/B-GPE មាន មែន ឬ ទេ ?,IsCountryExist,
